0.9991418,0.00072416285,1.0691297e-07,5.9468252e-06,4.7252292e-06,1.42440085e-05,8.526472e-06,7.986028e-08,9.986912e-05,3.6196485e-07
0.99995506,3.59158e-05,6.162696e-08,1.1699491e-06,1.234511e-06,6.4048584e-07,3.4247591e-06,4.7245084e-08,2.1279457e-06,3.2579345e-07
0.9966176,0.00046983294,0.00010660337,1.280464e-05,0.00041339526,0.00033890826,1.7579293e-06,6.9520956e-06,0.0019583749,7.364002e-05
0.99996924,2.434246e-05,6.84939e-08,4.1740566e-07,1.408704e-06,1.0268486e-06,8.401817e-08,6.4002164e-09,3.3897013e-06,1.2454379e-07
0.99166065,0.0076478976,3.4522698e-05,0.00016432001,8.425505e-06,9.0954854e-05,1.7729222e-05,1.8973611e-05,0.000101059835,0.0002555238
0.9987986,0.0011728096,1.9466878e-08,3.3126798e-07,3.1300476e-07,2.5622317e-05,1.0027306e-06,5.8240982e-08,1.0171933e-06,1.8475508e-07
0.99991596,7.299686e-05,2.6269344e-09,2.1383035e-07,3.6964616e-07,7.5262433e-06,1.4858518e-06,1.731249e-08,1.4106171e-06,7.981456e-09
0.9987103,0.0008500512,1.6519733e-05,0.00016544886,1.3102037e-05,1.124977e-05,2.452248e-05,8.0324535e-06,0.00018367461,1.7180653e-05
0.99539703,0.004526267,2.2560027e-05,4.394499e-06,3.6278667e-08,4.0023453e-05,8.129466e-08,2.0181234e-07,7.3151496e-06,2.0885348e-06
0.9998754,0.00011689828,1.4471748e-07,1.6816966e-06,1.6708556e-07,2.3729344e-06,2.1588316e-07,1.1395479e-06,1.8513824e-06,9.5325504e-08
0.99956757,0.00015359631,6.112235e-06,3.596789e-05,2.3601167e-05,8.238414e-06,1.9976776e-06,5.238315e-07,0.0001925598,9.830777e-06
0.9997255,3.7894955e-05,5.363002e-07,6.422889e-06,1.1185885e-05,3.5245266e-05,1.366494e-06,5.1517577e-07,0.0001810084,4.096652e-07
0.99999166,6.8832146e-06,1.1323437e-08,1.4171118e-07,2.026998e-07,2.8800466e-07,1.7949219e-07,2.0614364e-08,4.7057253e-07,1.102724e-07
0.9999889,1.7402963e-06,2.110951e-09,5.2696635e-08,8.939417e-07,2.5500233e-07,7.924609e-08,2.5371317e-08,7.992487e-06,5.28368e-09
0.9981122,0.001847123,1.04459126e-07,5.12434e-07,5.760104e-07,3.4176308e-05,5.298461e-07,2.7754089e-08,4.5826537e-06,1.7167825e-07
0.99797565,0.0017314055,9.884897e-06,3.2325235e-05,1.9004512e-05,1.19664755e-05,2.4964347e-06,1.318416e-06,0.00013277089,8.3178595e-05
0.99999976,7.0158546e-09,5.5573093e-08,4.6214645e-08,1.5697244e-09,7.6333034e-10,5.690872e-10,8.639963e-08,4.68645e-08,8.4554995e-11
0.99457884,0.0052749086,1.5404321e-06,2.1466443e-05,1.2044862e-06,1.8501022e-06,4.6073665e-06,1.9294316e-06,0.00010985113,3.8945755e-06
0.99996126,7.835005e-06,7.221876e-08,1.5717807e-05,2.8834097e-06,1.7545328e-06,1.9574684e-06,5.1302254e-07,7.689913e-06,3.3570032e-07
0.98970383,0.00921401,1.0283765e-06,0.00012602806,3.319135e-05,8.055125e-05,0.00043324856,3.004484e-06,0.00036330623,4.1766052e-05
0.99940336,0.00048760264,1.2909659e-07,2.5802e-05,2.8592929e-06,1.4094906e-06,2.9283681e-05,7.24628e-07,3.790573e-05,1.0840616e-05
0.9967,0.0030236994,4.816642e-07,2.5398727e-05,1.305477e-05,4.446377e-05,2.2915003e-05,9.768385e-07,0.00015309418,1.5821843e-05
1.0,3.1937066e-08,3.86863e-17,2.3352145e-09,9.2422875e-11,2.245224e-08,2.1909794e-09,9.496788e-15,1.6552872e-12,1.8966165e-12
0.9992423,0.00047261125,1.6773508e-06,7.6227705e-05,5.7498955e-06,8.820295e-06,6.97499e-05,5.475758e-06,8.302706e-05,3.4273427e-05
0.9989492,0.0007517455,5.838917e-07,4.135501e-06,9.060122e-06,3.5372665e-05,1.3090863e-06,3.973829e-07,0.0002480036,1.8788448e-07
0.9999943,3.237189e-06,2.9772635e-09,3.0233613e-07,4.6769523e-07,4.13498e-09,4.0198984e-07,1.8404065e-09,8.167655e-07,4.5944947e-07
0.99976903,0.0002040295,1.8989402e-08,2.6214623e-06,4.8977114e-07,1.1805371e-06,1.9447345e-06,7.160281e-08,2.055318e-05,1.0973052e-07
0.99988925,4.792289e-05,1.2598431e-08,2.546393e-06,8.435603e-06,8.220244e-07,6.3303446e-06,1.1845186e-07,4.4507546e-05,1.0849683e-07
0.9992725,0.0006169707,3.3245524e-07,1.745286e-05,2.2297875e-06,1.2222534e-05,3.4189685e-05,4.1669657e-07,4.111481e-05,2.581089e-06
0.9994241,0.0005550696,2.9054425e-07,1.4699737e-07,8.827142e-08,1.8073935e-05,2.0845154e-07,8.740876e-08,3.569164e-07,1.5598852e-06
0.99983716,0.00012825252,1.5800022e-06,1.3070133e-05,1.4515213e-06,8.460453e-06,7.0703044e-07,2.196249e-06,3.6409824e-06,3.4043787e-06
0.9966113,0.0032473921,4.478946e-07,1.0949292e-05,4.307249e-07,0.00011385587,4.95e-06,8.9969103e-07,8.084411e-06,1.7096223e-06
0.99274,0.0069659054,1.4027532e-07,1.0063533e-05,1.1188328e-06,0.00026629012,8.971818e-06,1.4372695e-07,6.427646e-06,8.6613494e-07
0.99998844,4.0929704e-06,4.0219336e-07,5.16546e-08,8.0979234e-08,9.549656e-09,1.21932695e-08,3.3171496e-08,2.7295553e-06,4.193738e-06
0.99923825,0.0005734433,1.1748032e-07,1.1921048e-05,2.8263186e-05,3.6249938e-05,1.49660955e-05,2.895115e-07,9.519432e-05,1.2746623e-06
0.9998466,0.00015181345,3.169358e-08,1.6170286e-07,3.055118e-08,5.609299e-07,8.0091176e-08,1.6861092e-08,5.1729273e-07,2.4824532e-08
0.99970204,0.00021262374,2.0322373e-06,1.3424027e-05,4.6123537e-06,9.029199e-06,8.930016e-06,1.3537787e-06,4.200315e-05,3.8386684e-06
